Comments,Type
Not a big fan of vannda but vannda did it really well not this cringe,0
គេបញ្ចេញបតិព្រោះគេជាអ្នកស្តាប់ ចុះបើបទនោះពិរោះគេមិនមក បញ្ចេញមតិទេ គេដេកស្តាប់ហើយ ហាមគេធ្វើអី? ក្រែងគេច្រៀងចម្រូវអ្នកស្តាប់ហីមែនអត់!,0
អ្នកផុសរិតតែអត់ គិតទៀត គេយកមកបញ្ចូលតែចូលស្មើសាច់ តែនេះ ទឹកនៅដោយទឹក កាកនៅដោយកាក,0
សូមឲអ្នកមានមតិទាំងអស់.ដែលមានមតិជេគេ.សូមពិនិតមើលទួរអក្សរ.ដែលសរសេរចេញពីដៃរបស់អ្នកផ្ទាល់ខ្លួនឯង.ថាសរសេរត្រង់ពាក្យហើយនៅ.អ្នកជេគេនឹង.បានខ្ញុំថាចឹង.ខ្ញុំបានឃើញមតិខ្លះគ្មានសុជីវធម៍អីបន្តិចទេ.បើមានចំណេះដឹងខ្ពស់ប្រហែលជានិយាយពាក្យអាក្រក់មិនចេញទេ.តែនេះទំនងជាមិនដឹ… ,0
However seem better than lady version,0
យាយទៅគេស្អប់ម្ចាស់ផលិតកម្ម ធ្វើអីដឹងខ្លួនឯងហើយ,0
មើល​មួយភ្លែតនឹកស្មានតែព្រម្មហ៍555ស្មានតាតួល្ខោន,0
ពិតជាអស្ចារ្យខ្លាំងណាស់សូមសសេីរ,0
ចុះបងឯងមានបានស្ដាប់ថាបទនឹងថាពិរេាះអត់ ? Mvមានឡាប៊ូប៊ូៗនឹងរបស់បុរាណមែន?,0
ស្ដាយលោកពូ ព្រាប សុវិត្ត ខេមរះ សេរីមន្ដ ណាស់,0
ខ្ញុំឆ្ងល់តែមួយទេ Labubu ហ្នឹងអីដែលបង?,0
ចាស,0
សរសេរចប់នៅបងអោយ៥០០,0
តើមានចង់ធ្វើអ្វីក៏បានដែរមែនទេ?,0
Support,0
ទ្បា ប៊ូៗ នឹង គង់នៅប្រាសាទណាដែរ ?,0
បេីមិនទ្រពងអត់បាយសុីទេ,1
Ok labubu,0
ព្រះអង្គគូសុភាសម្ដែងថា តែគេមិនចូលចឹត្តយើងហើយទោះធ្វើអ្វីក៏គេមិនពេញចឹត្តដែរ,0
មានលុយធ្វើអីក៏សំ,0
ចំណែកខ្ញុំគាំទ្រស្ដាប់ហើយពីរោះ,0
ស្រុកខ្មែរតែភ្លើមិនខ្វះទេអ្នកជេ,0
ពេលដែលភ្លាវអ្នកញាំគ្រាន់តែថែមអំបិលរឺថែមស្ករសោះហេីយមួយទៀតធ្វេីអោយគេមេីលពេលគេមេីលទៅមិនល្អមេីលគេប្រាប់លេីកហេតុផលប្រៀបធៀប។ បេីវ៉ាន់ដាធ្វេីមកមិនល្អគេរិះគនដូចតែគ្នានឹងកុំភ័យ,0
បុរាណក្បាលហែងយកមកច្នៃមាន Labubu ឌូម៉ា អាភ្លើរធ្វើចេះ។,1
គេចេញមកល្បី យើងចេញមកជោរ,0
ខុស ព្រោះខុសវ័យ វ័យមិនសមនឹងរ៉េបទេ មែនគាត់ធ្វើមិនបានទេ តែមែនជាវ័យគាត់ បើកគាត់ចង្វាក់ខ្មែរប្រពៃណី អីក្រៅពីប្រហែលល្អ គាត់មិនជាវណ្ណដា។ តែបើកគាត់វ័យ២០ ៣០អីសម។,0
គាត់ជាមនុស្សជោគជ័យប៉ុណ្ណឹងហើយនៅគេរិះគន់ទៀតសង្គមយកមនុស្សអាក្រកធ្វើកំរូ,0
គោលបំណងគឺអបអរសាទរខួបចាប៉ីដងវែងដែលបានចុះក្នុង UNESCO ។ គួរលើកមុខមាត់ជាតិជាជាងបន្ទុះបង្អាប់។,0
ម្ដងនេះ សុំនៅខាងមៃសុគន្ធ,0
រៀបរាប់ច្រើនម៉េស Ah kdor c terk,1
CAMBODIA,0
យកមកឆ្នៃវាជារឿងល្អបើសិនបទហ្នឹងចេញមកអត់ភ្លាវ,0
បើជ្រុលជាបងផុសហើយ បងគួរអានខំមិនឲ្យអស់ផងណា គេរិះគុណភាគច្រើនមិនមែនទៅលើរឿងយកបទបុរាណលាយសម័យទេ តែគេរិះគន់ត្រង់ចំណុចMV បុរាណលាយជាមួយlabubu ឡាបល់យ៎នឹងណាបង នេះគ្រាន់តែជាអ្វីខ្ញុំយល់ឃើញទេ,0
Cringe jong pkach and it doesn’t make sense lol mi labulu Saey ot yl,
យករបស់ចាស់មកអភិរក្សបន្តគឺល្អ .. តែ.. ហេតុអីមិនបង្កើតអ្វីថ្មីដោយខ្លួនឯង ជាផលិតកម្មមួយដែរ គួរមានសមត្ថភាពបង្កើតស្នាដៃថ្មីៗដោយមិនចាំទិញយកពីគេស្រាប់,0
តាមបទចម្រៀងគេមិនសូវរិះគន់ទេ តែបើគេរិះគន់គឺត្រង់Labubu ដល់ឆ្កួតនឹងឯង,0
បើកុំដាក់ក្បាលតុក្តាក៏គេមិនថាដែរអត់មានអីៈាខ្លួនឯងទេ,0
មើលយូរៗទៅតាមដានយូរៗទៅ,0
បទនេះល្បី នឹងគេជេ,0
កូនខ្ញុំចូលចិត្តមើលណាស់ ព្រោះមានតុក្កតាឡាប៊ូៗ,0
ចម្រៀងខ្ងុំគិតមិនមែនជាមូលហេុតធំទេ អាចមកគេមិនចូលចិត្តបុគ្គលច្រើនជាង,0
និយាយមកឲ្យជេរក្បាលមិនខុសទេ យកចាប៉ីខ្មែរពីបុរាណទៅឆ្នៃដាក់ labubu ចេញមកភ្លាវសុទ្ធ ហើយទៅប្រៀបធៀបជាមួយបង vanda ទៀតគិតអី?,0
ព្រោះគេយកមកឆ្នៃអោយល្បី មិនមែនយកបទល្បីស្រាប់មកមកឆ្នៃទេបង,0
ខំអានស្មានតែខ្មែរមិញ,0
ទិញសិទ្ធហើយនៅអត់ពិរោះទៀត សេដ,0
ចំនាយលុយថតអស់ម៉ាគំន ចេញបទមកចឹងអី គិតថាគេរិះគន់ខុសទៀត និយាយត្រង់បើមើលទៅខុសឆ្គងតិចតួចចេះតែទ្រាំមើលហើយ តែនេះចេញមកពិបាកភ្នែកមើលណាស់ សុំអូសចោលហើយ លោកព្រាបសុវត្តិ តារាចំរៀងជើងចាស់ មិនហ៊ានយកប្រៀបធៀប1វណ្ណដាទេ នាំតែ,0
ពេលខ្លះបើនៅតែខ្វល់ច្រើនពីអ្នករិះគន់ គឺសិល្បះគ្មានការវិវឌ្ឍន៍ទៅមុខទេ។ អ្នកទើសនៅតែទើសហ្នឹង។ កុំខ្វល់,0
កុំដាក់ ពាក្យខ្មែរស្រឡាញ់ខ្មែរ ដាក់ខ្មែរស្អប់ខ្មែរបានត្រូវ,0
វប្បធម៌និងចាប៉ីគាំទ្រហើយ ប៉ុន្ដែlabubuនិងយកមកធ្វើអី,0
ហាស៎មិចទេសពូ និយាយតែខ្លួនឯងបានហើយកុំយកទៅប្រៀបធៀបកុំយកទៅប្រដូចអ្នកនេះអ្នកនោះ ចេញមកឆ្គងម្លឹងៗអោយគេស្ងាតមិច សម្ដែងច្រៀងអោយមហាជនមើលស្ដាប់បើអ្នកស្ដាប់អ្នកមើលមិនពេញចិត្តគេរិះគន់ចឹងហើយបើគេរិះគន់ក៏កែទៅក៏ចប់ចាំបាច់អី យាយគេនេះគេនោះធ្វើអី បើគេធ្វើបានល្អក៏រៀនតាមគេ… ,0
Vanda no copy មិនដូចអ្នកខ្លះទេចាំតែឈ្លាតឱកាស...,0
បើយើងកុំនាំគ្នាខំមិន ពីរ បី ថ្ងៃទៀត គេភ្លេចបទហ្នឹងបាត់ហើយ ល្បីដោយសារយើងនាំគ្នារិះគន់នឹងទេ,0
Galaxy ចូលចិត្តតោងគេល្បីណាស់ អោយតែមានចំរៀងណាល្បីក្នុង TikTok ចាប់ផ្តើមទិញ អានឹងយកមកថតចំរៀងសារថ្មី ចេះតែអាខាងចឹង ទាល់តែគេរិះគន់ ធ្វើឯងDrama,0
ហួចទិញសិទ្ធិគេនិងមានបានប្រាប់គេអត់ថាយកបទនិងមកលាយជាមួយ Labubu  បើគេដឹងបែបមិនលក់អោយទេ,0
តាប៉ែមែន,1
បុរាណលាយសម័យលាយអោយចូលតែលាយនេះដូចចង់ហូសអាម៉េចទេ,0
ខ្ញុំមិនចង់និយាយទេ ធ្វើអីដឹងខ្លួនឯងហើយចេញចាបុីមិនទាន់បានមួយនាទីផង ចេញ labubu មកបាត់ហើយហ្នឹង,0
ទិញសិទ្ធិត្រឹមត្រូវ តែចេញ……..,0
ចង់អោយ Galaxy ផលិតបទការពារព្រៃឈើភ្នំតាម៉ៅ,0
បាទទទួលបាន!,0
ចាប់អារម្មណ៍រឿងកោះគត់ផងអ្នកទាំងអស់គ្នា Just reminder!!,0
អ្នកសសេរហ្នឹងគាត់អត់បានមើលគ្រប់ជ្រុងទេដឹងបានយាយមកថាគេទើសអត់ឈប់ហ្នឹង,0
មកពីច្នៃខុសទំនងទើបគេរិះគន់,0
គេផ្សេងនឹង ? គេមួយណា ?,0
អាងតែមានលុយមែន គេគាំទ្រចេញពីចិត្ត មិនមែនទឹកលុយ មកពីចេញមកភ្លេវបានគេជេនិងហើ្យ,1
អានឹងគេហៅលេស100ជពូក,0
ខ្ញុំចង់ទើសដោសារដីខ្ញុំមិនទាន់បាន,0
គាំទ្រ មតិadmin . ខ្ញុំ មិន Fan អ្នកណា ទេ តែមើលតាម ជាក់ស្តែង តែស្ករ ពិបាក អ្នកខ្លះ រិះគន់ ស្ថាបនា គ្រាន់ អ្នកខ្លះ រិះគន់ បែបតែស្ករ ជាន់ ពន្លិច ថែម ហឹមមម,0
យាយខ្លីទៅខ្ពើមស្តាប់,1
ហើយចង់សួរថា បទនិង ទាក់ទង អីជាមួយតុក្កតា និងដែរ ជួយបកស្រាយតិចមក,0
គេថាសម័យលាយបុរាណលាយអោយចូល,0
កាលពី10ឆ្នាំមុនស្ដាប់តែសម្លេងក៏ស្គាល់ថាជាអ្នកណាដែលដល់អាលូវចប់. ចង់ភ្លេចទាំងឈ្មោះ. ភ្លេចទាំងមុខ. ភ្លេចទាំងសម្លេងទៀត ចប់តែម្ដងអ្នកស្ដាប់មិនប្រែទេតែគាត់ប្រែ99.9%,0
មើខមិនអោយបានច្រើនផងណា,0
គេយកបទបុរាណដែលបាត់យូរហើយដើម្បីធ្វើអោយល្បីម្តងទៀតតែនេះរើសយកបទគេល្បីរួចហើយ,0
សំខាន់ចេញមកភ្លាវយល់នៅ ប្រូ,0
Do u know?,0
ខ្លួនក្រទេ ដៀលសុទ្ធតែ ឧកញ្ញ៉ា ម៉ែអាថ្លែន,1
រាស្រ្តរិះគុណឧកញ្ញា  តែច្រៀងចេញមកដូច…..មែន សមគេរិះគុណហើយ,0
គួរឈប់រឿងច្រៀងខុសទំនងទៅបងប្អូនគេ រិះគន់ដើម្បីសិល្បៈស្រុកខ្មែររីកចម្រើនទេកុំទើសអីហើយក៏មិនបានបំពុលសង្គមអីដែរឈប់ទៅបងប្អូន អធ្យាស្រ័យផងបើសរសេរលើសខ្វះត្រង់ណា។ ខ្មែរស្រលាញ់ខ្មែរ,0
ហៅស្លរម្ជូរគ្រឿងត្រកួន តែរស្លរម្ជូរគ្រឿងដែរតែរដាក់ប្រលិត,0
ចុះមានទិញកម្មសិទ្ធពី Labubu នៅ,0
ដឹងមកពីណាអាភ្លាវ ចិញមកឡើងភ្លើរមិនឲ្យគេជេមិចអាឆ្គួតនេះ,1
អ្វីទៅហៅថា labubu,0
ចេញមោឆ្កូតពេកមិនអោយជេវាមិនសម,1
មិនមានអ្វីទេគ្រាន់តែមិនចូលចិត្ត Galaxy,1
យកidol ខ្ញុំឥឡូវទៅថៃទៅ ខ្ញុំមិនចង់ជួបទៀតទេ (បទ Labubu),0
អត់មានអ្វីដែលជារបស់ខ្លូនឯង,0
គេអត់មានLabubu ទេពូ,0
សុំទោសបង សុំសើចមួយកុំខឹងណា,0
ចុយដឹងច្បាស់ម្លេះថាគេមិនសុំ,0
ចេញមកភ្លើរមិនខ្វះទេគេជេ,0
ខ្ញុំចាំបានថ្ងៃមួយឪពុករបស់ខ្ញុំបានអោយលុយមកខ្ញុំទៅបង់ថ្លៃភ្លើង ប៉ុន្តែខ្ញុំបែរជាយកលុយនោះទៅទិញសន្លឹកឆ្នោត តាមគ្រូជោគជ័យ ដើម្បីមានឱកាសឈ្នះរង្វាន់ឡានទៅវិញ ដល់ពេលត្រលប់មកផ្ទះវិញ ខ្ញុំក៏បានពន្យល់ឪពុកខ្ញុំអំពីរឿងនេះ ហើយគាត់ក៏បានវៃខ្ញុំ ប៉ុន្តែស្អែកឡើងឪពុកខ្ញុ… ,0
ពួកអាទើសវានៅតែទើសពួកអាអស់នេះគេហៅពួកអាចោម្សៀត,1
បងជឿខ្ញុំទៅឈប់ទាញអ្នកនោះទាញអ្នកនេះយកមកប្រៀបធៀបធ្វើអី​ បើគាត់មិនមែន មនុស្សមហាជនមិនមែនជាតារាកំពូលនៅក្នុងដួងចិត្ត ប្រជាពលរដ្ឋខ្មែរ ចង់គាត់ច្រៀងពិបាកស្ដាប់ដើរស្រាតទៀតក៏គ្មានអ្នកខ្វល់ដែរ.តែនេះដោយសារតែគាត់ជាមនុស្សរបស់មហាជន។ប្រជាពលរដ្ឋខ្មែរមួយណាដែលថាមិនគាំទ្រ… ,0
នៅខុសទ្រនំ បើនៅទ្រនំផ្សេងមិនអីទេ,0
មុននឹងថាឲ្យគេសួខ្លួនឯងសិនថាវាសមហើយពិរោះអត់កុំក្បត់ខ្លួនឯងណា,0
មកមើល cmt គេជេទេ,0
គ្មានសមត្តភាពនិពន្ធខ្លួនឯង  ក្រុមហ៊ុនខ្ពស់ស្មើមេឃ,0
តែអត់ភ្លៀវគ្មានអាណាជេទេ,0
សែកមន្ដហ្នឹង មានន័យថាម៉េច?,0
យកលុយទិញសិទ្ធនឹងទៅរៀនអីផ្សេងដេីម្បីបង្កេីតភាពអស្ចារ្យសំរាប់ខ្លួនឯងទៅខ្ញុំក៏គាំទ្រដែរ​ កុំឃេីញស្អីល្បីបន្តិចទៅយកលុយមកទិញធ្វេីរបស់ខ្លួនឯង!   ធ្វើ​យ!  ខ្ពេីមណាស់ហ្អា៎!,0
អ្នកផុស​ បាយឆ្ងាញ់អត់​?  ហាសហាសហា,0
ត្រាប់តាមក្មេងដែលកំពុងល្បី​ ដូច្នេះហេីយបានជាអត់តម្លៃ។  កាលពីនៅហង្សមាសល្អ​។,0
បទដើមគេឡើងពីរោះរណ្ដំចិត្ត យកបទគេមកកែច្រៀងថ្មីឡើងប៊ីចេង,0
ផលិតកម្មដីឡូសងអាយដលខ្ញុំវិញមក,0
គិតអីអាប្អូន,1
ផ្សេង មិនមែនផ្សែងទេ  សរសេរអក្សរខ្មែរឲ្យត្រូវបង ចាំនិយាយការពារ បន្ត,0
ពួកអាអ្នកទើសគេ សុទ្ធតែពួកច្រណែនគេ,0
យើងមិនទាន់បានស្ដាប់បទពេញទេយើងមកវាយតម្លៃថាចេះថាចុះក៏មិនទាន់យើងគិតត្រឹមត្រូវដែរសិល្បះគេធ្វើមានគ្រប់ទម្រង់សុំកំទាន់យកមកវិនិច្ឆ័យអី,0
ចាបុី+ឡាបូបើមិនបានជួយថែរក្សាសូមកុំ......,0
ទិញហេីយតែស្ដាប់វាមិនកេីត,0
អ្នកខ្លះពូកែខាងជេរខ្ញុំនិយាយចោលទេ កុំរើសដាក់ខ្លួន,0
អាពួករិះគន់ មុជមិនជ្រៅទៅមិនឆ្ងាយមែន វប្បធម៌ខ្លួនឯងសោះកោតតែពួកអាអស់ឯងវិភាគនោះវិភាគ ពួកអាច្រាស់បាយអត់ប្រយោជន៏,0
ចូលខុសកន្លែងគេជេចឹងហើយ,0
គេណា?,0
មូលហេតុគឺមិនឯងរាជ្យ គេផ្សេងឈរនៅកណ្ដាលអញ្ជឹងគេចាប់បានទាំង២ យើងចាប់១ចោល១,0
បើឆ្នៃអោយល្អជាងម្ចាស់ដើមទៅមិនថាទេ ចេញមកភ្លាវគេជេរហើយ,0
មុខអីដូចកង្កែប,0
សែបមន្តខុសពីសេពគ្រឿងស្រវឹងអាយដុល,0
បុរាណលាយសម័យលាយអោយចូល តែលាយមិនចូលគេដៀលចឹងហើយ,0
ខ្ញុំគ្រាំទ្របងនិយាយបានល្អណាស់.។,0
បើជារាស្ត្រសាម័ញ្ញ ហើយទៅទ្រនំចាស់វិញ(ហង្សមាស) ប្រហែលអ្នកគាំទ្រវិលមកវិញទាំងអស់,0
ហុីមេចបានចេះតែទាញ Vannda និង G-David មកអញ្ចេឹង? ច្រណែនក្មេង,0
ផលិតកម្មអីគេនោះ មិនចេះរកអ្វីថ្មីនិង យករបស់ចាស់មកធ្វើថ្មីទេ គឺ ចាំតែ ផលិតបទតាម Trending គេ ល្បីអីផលិតនិង យាយទៅគ្មានអីថ្មីក្រៅពីចាំដើរតាមដានជើងគេ....... សុំទោសបើនិយាយត្រង់ពេក ព្រោះពាក្យពិតវាមិនពិរោះស្តាប់ទេ,0
និយាយឱ្យត្រង់ទៅអ្នករិះគន់ហ្នឹងមិនពេញចិត្តនឹងចៅហ្វាយផលិតកម្មតែម្ដងហ្នឹង,0
ខ្លួនយើងជាអាចម៍កុំទៅប្រៀបជាមួយសាច់ ខ្មាស់ក្មេង,1
សើចមួយសិន,0
ចុះមានទិញសិទ្ធ Labubu អត់ ?,0
បទពីដើមស្តាប់ពិរោះរណ្ដំតែពេលដែលគាត់យកមកធ្វើថ្មីសំលេងដូចមាន់អួល...,0
ស្តាប់បានស្តាប់ស្តាប់មិនបានកុំស្តាប់ចប់,0
កុំនិយាយប្រៀបធៀបអី គេបែបគេ​ យេីងបែបយេីង​ គេរិះគន់ចង់អោយយេីងអោយប្រសេីរជាងមុន,0
អត់ចំលែកទេដែលប្អូនសរសើរបទនេះព្រោះបើតាមមើលប្អូនក៏ជាអ្នកធ្វើការនៅក្នុងផលិតកម្មGalaxyគូទខ្យងនឹងដែរ,0
មើលគ្រោងឈុតផង មានតែមនុស្សខ្វាក់មើលមិនឃើញទេទើបមិនទើស បើអ្នកខ្វាក់មើលមិនឃើញ មានអ្នកប្រាប់គាត់ក៏អ្នកខ្វាក់ទើសដែរ ព្រោះគាត់ខ្វាក់តែភ្នែកមិនខ្វាក់ខួរដូចមនុស្សខ្លះ,0
មុខដូចស្តេចនាគ,0
មើលការឆ្លើយតបជាច្រើន តែមើលទៅដូចអត់ដឹងថាគេរិះគន់លើអ្វីជាងគេ ព្រោះតែចង់អោយផ្ទុះខ្លាំងយកបទនិងរបស់ល្បីៗមកដាក់ចូលគ្នាតែមួយ តែអ្វីទាំងនោះវាផ្ទុយគ្នាណាស់,0
បទចេញមកតោងយកល្បីតាមតិកតុកសោះ,0
អូរតាមពិតចង់ធ្វើតាមក្មេងៗតែទៅមិនរួចគេរិះគុណផ្អើល,0
ផល្លិតកម្មទ្រពងគ្នានអ្នកណាគេចូលចិត្តទេ,0
ប៉ុន្តែតារាចម្រៀងលោកព្រាបសុវត្ថិមួយរយៈយក្សនេះ ធ្វើអ្វីដែលប្លែកៗ,0
ដក Labulu ចេញទៅសុំអង្វរ,0
ត្រីបើរស់គ្នុងលូបង្គន់គេមិនសុីទេ,0
គាំទ្រការចេះមានចិត្តទិញសិទ្ធ ប៉ុន្តែហេតុអីក៏ចាំបាច់យកបទគេមកកែធ្វើអី បើតាមស្តាប់មើលទៅ បទហ្នឹងដូចជាខ្លីដែរទេ ម៉េចមិនយកសម្លេងដើមរបស់គេមកដាក់ក្បាលដំបូង ហើយបន្ទាប់មកចាំយកចំរៀងដែលខ្លួនឯងតែងនៀកមកដាក់តាមក្រោយ,0
និយាយអោយឆាប់ចប់ បើមិនពេញចិត្ត កុំចូលស្ដាប់ កុំចូលមើល គ្មានអ្នកណាជួលអោយ អ្នកទើសតាមគ្នាស្ដាប់ទេ ជោរតាមគ្នា ស្ដាប់ទេ មួយថ្ងៃៗគ្មានធ្វើអ្វីក្រៅពីអង្គុយទើស អង្គុយជាន់គេនោះទេ។  បើគេមិនចូលចិត្តយើងហើយ ត្រូវចាំទោះបីយើងធ្វើល្អយ៉ាងណាក៏គេមើលមិនឃើញដែរ ដូច្នេះហើយសូម… ,0
មួយៗក្រទេតែទេីសឧកញ៉ា,0
គេថាលយគេនឹង,0
បើបទបុរាណដែលគេមិនសូវបានស្តាប់ហើយយកមកកែឆ្នៃអោយល្បីអោយក្មេងជំនាន់ក្រោយបានស្តាប់វិញខ្លះល្អ តែនេះបទគេcover ក្នុងTiktokល្បីឡើងសាបវិញអស់ហើយឯងនេះតារាលំដាប់ប្រទេស ផលិតកម្មធំលំដាប់ប្រទេសទៅទិញយកមកច្រៀងវិញចឹងសមអត់?,0
ខ្ញុំគាំទ្របងៗដេញចាប់ប៉ីប៉ុន្តែខ្ញុំមិនគាំទ្របទចម្រៀងចេញមកវ៉ល់ៗ,0
អត់អ្នកជេរទេ,0
រៀបរាប់ច្រើនមេះអាណាងាយអានហា៎ បណ្ឌិត Fecebook,0
ខ្ញុំមេីលខមិនទេ,0
សង្ឃឹមថាបងចាក់បទនឹងស្តាប់ខ្លួនឯងទៅ ខ្ញុំគិតថាវាអត់ពីរោះទេ សុំទោស,0
បេីស្តាប់បានគេថាស្តាប់បានហេីយកុំចេញមកទាំងកាកពេក,0
សងម្ចាស់បទ​ ម្អមស្រែ​ សន្យាស្រុកស្រែ​  នំបញ្ចុកព្រាបសុវត្ថិ​ ពីមុនមកវិញ​មក និយាយត្រង់បទឥឡូវស្ដាប់អត់បាន​ទេ​ ដូចវ៉ល់ៗម៉េចទេ​ អាសូរចិត្ត​ Fan ម្នាក់នេះផង,0
ហនុមាន បែបខ្មែរ,0
គំនិតអ្នករិះគន់៩០%អ្នកគាំទ្រ១០%ទៅចោទគេអគតិជាងមនុស្សភាគតិចទៅវិញ..អត់យល់មិនដឺងរៀនចេញពីសាលាណា?,0
ចឹងឈប់បន្តទិញមកទៀតទៅបង បានហើយកុំអោយគេជេ,0
អធ្យាស្រ័យបង មិចបានជាបងដឹងថាគេយកបទពីដើម មិនបានសុំសិទ្ធពីម្ចាស់កម្មសិទ្ធគេ?,0
សុំសរសើរអ្នកស្តាប់ចូលហើយថាពិរោះ ខ្ញុំគ្រាន់តែស្តាប់ក្បាលដំបូងអូសអោយផុតតែម្តង...ជាតារាជួរមុខនឹងរៀមច្បងគេ១រូបដែល ហេតុអ្វីគាត់មកទំលាក់តំលៃខ្លួនគាត់យ៉ាងនេះទៅ វិញ តាំងពីគាត់ចេញពីហង្សមាសមក រកបទស្តាប់អោយពិរោះដូចមិនឃើញសោះ...ស្តាយសមត្ថភាពគាត់ណាស់,0
បើចេញមកឆ្កួតៗចឹងមិនខ្វះទេនាក់ចាំជេ,1
បើមានលុយបើកផលិតកម្មយក្សហើយគួរណាពង្រឹងនឹងស្វែងរកអ្នកនិពន្ធធ្វើបទ ខ្លួនឯងអោយបានច្រើនៗទៅ ប្រសើរជាជាងចាយលុយទៅទិញរបស់គេមកវាអត់ល្បីទេ,0
និយាយ​ទៅឃេីញពាក្យ(ត្រា)ចេញមកគេស្អប់មង,0
បើចេះស្ទើរធ្វើល្ងង់ល្អជាងនេះ,0
បើ​ធ្វើ​ទៅ​សម​គេ​ក៏​មិន​ទើស​ដែរ​,0
បើសមពិតមែនមិនជេទេបង,0
តើគាត់ខុសអី?,0
ខ្ញុំចូលមកអានខមិនទេបងប្អូន,0
ទោះអ្នកឯងល្បីយ៉ាងណាក៍ដោយ ចេញមកចឹងៗ គេមិនគាំទ្រទេ,0
ច្រៀងចាប៉ីសុខៗចេញឡាប៊ូប៊ូ,0
ខ្ញុំ ក្រ មិនហ៊ានរិះគន់លោកឧញ៉ាទេ,0
គេនិងឈប់ជេរ.ឈប់រិះគន់.បើសិនអ្នកផុសឬផលិតកម្មណាមួយទិញសិទ្ធិផ្តាច់មុខពីមហាជន។,0
អ្នកណាគិតអីមិនដឹងទេ ដឹងថាពេលនេះខ្ញុំក្លាយជាហ្វេនរបស់ផលិតកម្ម CAM- POP ( galaxy )ព្រោះតែបទចម្រៀងរបស់ លោកព្រាបសុវត្ថិមួយបទនេះ កុំកុហកខ្លួនឯងថាពេលចូលមើលបទចម្រៀងក្នុងផលិតកម្មនឹងហើយមិនចូលចិត្ត តែឱ្យតែពេលបុណ្យទានម្ដងៗឮចាក់ពេញភូមិ,0
ចង់ល្បីជ្រុល ចូលផលិតកម្មថ្មីដូចមិចៗទេទិញបទគេមកច្រៀងរហូតជាគ្មានបោះឯងសោះ,0
ចុំ ឆ្កួតតាំងពី អង្កាលនឹង?,0
អ្នកមានលុយគិតអីប្លែកៗ,0
99% ស្អប់គេមកពីបក្ស,0
ចាំបាច់អីទៅខ្វល់ជាមួយអ្នកទើសអ្នកទើសវាទើសទាល់តែងាប់,0
បទប៊ីចេង,0
ធ្វើអ្វីមួយមិនបានបកស្រាយឲ្យច្បាស់ៗទេគេជេទល់ឆ្គួតឥលូវហើយ ទាល់តែគេជេសិនចាំបងស្រាយថា បានទិញសិទ្ធិពីម្ចាស់ដើម,0
ខ្ញុំមិនគាំទ្រចំពោះបទចម្រៀងមួយបទហ្នឹង,0
តែមហាជនគេរិះគន់ ចង់មួយប្រទេសហើយកុំឆ្ងល់,0
អាឆ្កួត មកពីគេច្រៀង ទាំងប៉ារ៉ូលនិងទំនុកច្រៀងម៉ាឡេឌីវាសមស៊ីជាមួយនឹងបទចម្រៀងមិនដូចច្រៀងចេញមកមិនដឹងស្អីឯណាក្បាលនៅកើតកន្ទុយនៅលិចគ្មានស៊ីគ្នាស្អីទេអញ្ចឹងហើយបានគេរិះគន់ដើម្បីស្ថាបនាកុំឲ្យឆ្កួតអញ្ចឹងទៀតនាំគ្នាឆ្កួតអញ្ចឹងមុនហ្នឹងផលិតនឹងធ្វេីអ្វីមួយមានយកខួរមកគិ,1
ខុសហើយចេះកែខ្លះទៅ គេរិះគន់អោយកែតើ រូបភាពគេគោរពព្រឹទ្ធាចារ្យ បទចម្រៀងសមស្របអត្ថន័យ ហើយនោះប្រមូលយក ព្រឹទ្ធាចារ្យមកអោយគោរពក្មេងវិញ បទក៏ចាកប្រធាន ចូលគ្នាកន្លែងណា!?,0
ត្រូវណាស់បង,0
ចាំបាច់ជេរធ្វើអីបើមិនពេញចិត្តអូសរំលងទៅ ខ្ញុំក៏អូសរំលងដែរតែឆ្លៀតចូលខំមិនបន្តិច,0
គេរិះគន់គួរតែទទួលយក បើគិតថាខ្លួនឯងល្អមែន ចាំបាច់និយាយបកស្រាយធ្វើអី,0
ចប់ ឃើញចង់ក្អួត,0
ឈឺចាប់មែន?,0
គេផ្សេងនិង ណាគេ ?,0
ម៉ិចដឹងថា គ្រប់បទពីដើមគេមិនសុំសិទ្ធិពីម្ចាស់ដើម?,0
បុរាណលាយសម័យលាយឲ្យចូល តែលាយមិនចូលគេរិះគន់ចឹងហើយ,0
ចាស់ហើយ,0
បើចេញមកឡើងភ្លាវហើយរិះគន់មិនបានទៀត ហើយយកមកប្រៀបធៀបគ្នា មិនចេះខ្មាស់គេលោក,0
កាឡាប់ស៉ីចេញមកភ្លាវគេជេហើយ,1
បើមានលុយទិញបោះចោល,0
ចង់ដៀមដាមបងដាមែនចេញមកភ្លាវអញ្ចឹងឱ្យគេសរសើរ។,0
Labu,0
តែចេញមកភ្លាវគេរិះគន់ហើយ កុំចោទគេថាជាន់ពន្លិច ហើយកុំយកពាក្យខ្មែរ ជាន់ខ្មែរ ខ្មែរមិនគាំទ្រខ្មែរ,0
ទាក់ទងអីនឹងឡាប៉ូប៉ូ,0
ហើយចុះក្បាលអា Labubu របស់អាណា,0
អញ្ចឹងនៅ galaxy អស់អ្នកនិពន្ធហើយរឺក៏ម៉េច?,0
