Comments,Type
ចំឡែកស្រុកយើងឥឡូវសម្បូរអាសត្វឈ្លើងនឹងម្លេះ,
ចង់អោយខ្មែររីកចំរើនទាល់តែ អនុវត្តច្បាប់ជនអន្តោប្រវេសន៍បានដូចប្រទេសថៃ ទំណេញចេញចូលត្រួតគ្រប់ច្រក់,
គេចូលតាមច្រកជ្រៃធំ ប្រើបដឺរផាស់ចូលខេត្តកណ្ដាល ភ្នំពេញនៅក្នុងខេត្តកណ្ដាល ដូចនេះគេអាចជិះបានហើយ។,
ប៉ូលីសខ្មែរខ្លាចយួនណាស់។,
ជិៈខាងក្រោយអត់ពាក់មួកសុវត្ថិភាព បើខ្មែរ ប៉ូលិសចាត់ការបាត់។,
ចុះឆ្នាំមុនឃើញគេសម្ភាសន៍ស្ត្រីម្នាក់គាត់ថាស្រុកខ្មែរមិនដែលឃើញមានយួននោះទេ,
ប្រទេសខ្មែរសេរីចង់ធ្វើអីតាមក្បាលចិត្តបរទេសមកពីអាមន្រ្តីចោលម្សៀតពុករលួយ ចំណែកប្រទេសគេវិញឲ្យតែហ៊ានអើតក្បាលមកមន្រ្តីគេគិតតែពីការឆែកឆេស្របច្បាប់ឲ្យចូលបើមិនទេអញ្ជើញត្រឡប់វិញ ។,
ចុះអាប៉ូលិសចរាចរវាឃើញមូតូមានផ្លាកលេខតើវាដឹងថាមិនមែនលេខនគបាលខ្មែទេអាពួកខ្លាំងតែនិងខ្មែអត់ផ្លាកលេខលុយ។,
បើនៅក្នុងប្រទេសយើង រឺប្រទេសដទៃ ផ្លាកលេខប្រទេសណាចូលក៍វាមិនសំខាន់ដែរ អ្វីដែលសំខាន់បំផុតសំរាប់យើងគ្រប់គ្នាចង់បានគឺច្បាប់ តើមានក្រដាសស្នាមចេញចូលត្រឹមត្រូវដែរទេ? តើពួកគាត់ជាជនអន្តោប្រវេសចេញចូលមានលិខិតស្នាមត្រឹមត្រូវដែរទេ? សម្រាប់ប្រទេសយើងយកយានយន្តរឺចក្រយានយ… See more,
ជិះពេញប្រទេសគ្មានពិបាកអី អ្នកជិតខាងយើងតើ,
ឌូម៉ា,
យួនសុទ្ធ,
អត់មានអ្នកហ៊ានចាប់ទេ​ ពេញលេងហេីយ,
លេខអាស៊ៀនតើ,
ឌូម៉ាពេញប្រទេស,
យើងនាំគ្នាជិះផ្លាកលេខវៀតណាមទៅដោយសារជិះទៅប៉ូលីសមិនចាប់ទេ។ស្រួលជិះណាស់។,
វាចូលបានតាមណាណ៎,
ហេតុអ្វីគេយកម៉ូតូចូលស្រុកខ្មែរស្រួលម៉្លេះ។តើមានច្បាប់ទម្លាប់ដែរឬទេ។មានបង់ពន្ធចូលដែរឬទេ។ឬក៏ក្រដាសថ្នាំត្រឹមត្រូវតាមច្បាប់ដែលមានចែងទុក្ខដែរឬទេ,
អញ់ជិះម៉ូតូផ្លាកលេខភ្នំពេញទៅដល់ទីក្រុងហូជីមិញគ្មានអ្នកណាចាប់ឬធ្វើអីយើងទេ ពួកប្រឆាំងហែងកុំល្ងង់មួយពូជពេក យើងទៅលេងគេបានធម្មតាកុំធ្វើអីខុសច្បាប់បានហើយ ហើយគេចូលយើងវិញខុសច្បាប់ឆែកគេហើយចាប់គេបាន ប្រទេសមួយណាក៏មានច្បាប់ដូចគ្នា ពួកលោកកុំភ្លើដូចអាសមរង្សុីអី អាអត… See more,
សេរីពេកហើយបើយើងយកម៉ូតូយើងទៅវៀតណាមមិនបានទេសូម្បីតែកៀនព្រំដែនឆ្លងផុតក៏មិនបានដែរយួនចាប់ខ្ទេច។,
ពិតជាហ៊ានមែនហើយយួន ទង្វើនេះដែលរដ្ឋាភិបាលខ្មែរត្រូវឆាប់យកច្បាប់កិច្ចព្រមព្រៀង ស្ដីដំណោះស្រាយនយោបាយរួមមួយនៃជំលោះកម្ពុជា នេះទៅអនុវត្តអោយបាន ១០០% ទើបយួន ថៃ ដែលជាម្ចាស់ហត្ថលេខី ដែលមិនគោរព រដ្ឋាបាល កម្ពុជាត្រូវតែ ប្ដឹង ទៅអង្គការ អន្តរជាតិ ទើបបាន,
ខ្សែគេក្រាស់អត់ពាក់មុខសុវត្ថិភាពគាត់អត់អីដែរ។,
មិនបាច់ទៅឆ្ងល់ទេបងអើយនៅតាមបុរីធំៗនៅតាមផ្សារត្រីសាច់និយាយពីថា ចយអើយ,
ខ្មែរឯងវិញចាប់ញាក់,
បងៗប៉ូលិសអេីយហេត្វអីក៍មេីលមិនឃេីញ?,
មើលងាយច្បាប់ស្រុកស្មែរម្លេះលោកយួន,
ខ្ញុំអត់រឺសអើងទេ ការជិះម៉ូតូចូលខ្មែរ ឬក៍ជិះចូលយួន ដូចជាគ្មានបញ្ហាអីទេ គ្រាន់តែខុសគ្នា ថាតើជនអិន្តោប្រវេសអាចប្រើប្រាស់ស្លាកលេខបានប៉ុន្មានខែ តែប៉ុណ្ណុះ,
ខ្មែរ​អឺយ ខ្មែរ,
ស្រុកខ្មែរយើងគ្មានច្បាប់ត្រឹមត្រូវទេអាណាចុងក៏បានដែរ។គ្មានច្បាប់មួយឲ្យប្រាកដទេ។,
ប៉ូលីសចាប់បានតែខ្មែរយើងទេ។,
ពេលខ្លះពួកគាត់ ជាបងប្អូនខ្មែរ កម្ពុជាក្រោមយើងទេ ...,
សព្វថ្ងៃខ្មែរយើងយួនចូលពេញស្រុកពាក់កណ្ដាលភាគរយខ្មែរហើយ។ទើបតែដឹងយ៉ាងម៉េច,
ដាក់ស្លាកលេខហ្នឹងដែរទៅព្រោះស្លាកលេខហ្នឹងជិះអត់ពាក់មួកក៏ប៉ូលីសមិនចាប់ដែរ។,
អរគុណ បិតាសន្តិភាព បិតា សេដ្ឋកិច្ច,
ចូលមួយៗសិន ស្ទាបស្ទង់សិន ធ្វើអោយសុំាសិន ក្លាយជារឿងធម្មតាហើយ ចាំយើងនាំគ្នាចេញចូលទាំងអស់គ្នាដោយសេរី។,
បងប្អូនយើងទេបងៗហាសហា,
ហេតុអីជនជាតិនេះមានឥទ្ធិពលម៉្លេះ,
សេរី,
ចយអើយអាន់ជិះអត់មានអាណាហ៊ានចាប់ទេ,
ឃើញនិងភ្នែកហើយពេលគេថាទៅ ថាឲគេញុះញង់ អត់យល់,
នៅស្រុកយួនវិញជិះម៉ូតូផ្លាកលេខកម្ពុជាសាកមើល ប៉ូលិស VN ចាប់,
ហមម!!! ខ្វះអីម៉ូតូស្លាកលេខចឹងនៅស្វាយរៀងមានម៉ាកាណូ,
សួរថា អាអត់កំណើតណាថាស្រុកខ្មែរអត់យួន,
ច្រើនណាស់,
មិនចង់និយាយអីច្រើនទេ ខ្ញុំជាអ្នកនៅជាប់ព្រំដែនថៃ ពេលមានការរឺក៏ចូលទៅទិញអីវ៉ាន់នៅស្រុកថៃចូលបានតែតាមភូមិដែលនៅជាប់ដែនតិចតួចទេ ហ៊ានតែជិះម៉ូតូមានស្លាកលេខខ្មែរចូលដល់ត្រឹមទីរួមស្រុកគេដឹងតែគេចាប់ហើយ មិនចាំបាច់ជិះចូលដល់ទីរួមខេត្តទេ រឺក៏ក្រុងទេ,
អរគុណសន្តិភាព..។,
មិនហ៊ានចាប់ទេព្រោះជាចៅនាយគាត់,
ពេលខ្លះពួកគាត់ជាខ្មែរក្រោមទេ,
មកពីគេមានខ្សែអ្នកធំគេទៅដល់ណាក៏បានដែរមិនដូចពួកយើងខ្មែរពិបាកខ្លាំងណាស់,
4ដងក្នុង 1យប់,
អត់ឃើញពូលីសចាប់សោះ ឃើញចាប់តែខ្មែរគ្នាឯង យួនច្រើនណាស់នៅភ្នំពេញជិះតាមផ្លូវជួបរហូតស្តាប់លឺនិយាយយួន,
មានផ្លាកលេខបែបនឹងលក់អត់ថង់ទិញដាក់ម៉ូតូ1 ដែរព្រោះផ្លាកលេខប្រភេទនឹងប៉ូលិសអត់ហ៊ានចាប់,
ម៉ូតូពាក់ស្លាកលេខ 52 p3 ជាម៉ូតូនៅក្រុង saigonព្រៃនរគ។,
ចូលមកតានចិត្តម៉ង?,
បួនដងក្នុងមួយយប់4619,
ខ្វះអី,
អត់ប្រើcamera  Timestamp គេមិចជឿ,
ស្លាក Hanoi,
បង អូនយើងនឹង,
កុំចេះតែហ៊ាន ជាមួយ ចយអើយ,
ខ្ញុំមូតូខ្មែរទៅដល់ស្រុកកេមិនមានពីណាគេថតដូចនៅស្រុកខ្មែរតេ យើងកុំមើលគេពីបម្ណងអាក្រក់ពេក,
ចយអើយ ស្លាកលេខនេះ ជារបស់ប្រទេសណាទៅ ន៎,
អើតក្បាលមកបណ្តើរៗហើយ២០៥០លែងមានផ្លាកលេខភ្នំពេញហើយមើលនឹង២៥ខេត្តក្រុង,
យើងកុំមើលតែម្ខាងជួនកាលពួកបំពុលសង្គមទេវាចេះអុចអាលតែខ្មែរគ្នាឯងស្លាកលេខខ្មែរក៏គេជិះនៅថៃបានដែរ ខ្មែយើងរញេរញៃដោយសារតែអាពួករកលុយតាមផេកតាមហ្វេសប៊ុកណឹងឯងវាចេះកាត់តវីដេអូឬរូបភាពដើម្បីផលប្យោជន៍របស់ពួកវា វាមិនគិតថាអ្នកណាយ៉ាងមិចទេសម្ខាន់អោយតែបានលុយពួកវា,
ហេតុអី្វបានជាម៉ូតូគេ។ជិះក្នុងស្រុកឯង។ទៅវិញ។,
ថ្ងៃមុនឈប់ស្តុបឃើញ ពួកសាសន៍នឹង ជក់បារី ធ្វើមិនដឹង សឹងតែ ធាក់ឲងាប់,
កុំថាឡើយ ភ្នំពេញ តាមខេត្តនានា នៅស្រុកខ្មែរយើងខេត្តណាក៏មានដែរ,
ប្រទេសសេរី ហាស,
ស្រុកខ្មែរ ឥតយួន,
ផ្លាកលេខ អាស៊ាន បើមិនជឿ គឺបគ្សប្រឆាំង,
បើខ្មែរវិញគេចាប់ផាកពិន័យហើយទីមួយអត់មានមួកទីពីរអត់មានបង់ពន្ធម៉ូតូៗ   ហើយម៉ូតូចូលមកខុសប្រទេសទៀត,
ស្រុកខ្មែរគ្មានយួនទេ,
វាគឹតថាអត់យួនរស់មឹនបានហើយមើលទៅ....ទៅរៀនក៏ទៅយួន..លួចដីក៏យួន..នាំទំទឹញមានគឺមីក៏យួន..រលាយ...,
ស្រុកបាធាយខេត្តកំពង់ចាមក៏មានដែរជិះកាត់មុខផ្ទះខ្ញុំ។,
ចូលកប់ៗហ្មង ណ,
១០ឆ្នាំទៀតគេច្រើនជាងយើងហើយ,
ភ្នែកពួកវាខ្វាក់អស់ហើយមើលមិនឃើញទេ,
មិនខ្វះទេបងអើយនៅតាកែវយកទៅណាអស់,
យ៉ងយ៉ងម៉ាឌូ,
លោកប៉ូលីសពាក់វ៉ែនតាខ្មៅមើលអត់ឃើញ។,
ចយអ្ហេីយ,
ផ្លាកលេខនឹង ខេត្តស្វាយរៀងសំបូរណាស់,
បើចូលទៅខាងយួនចម្ងាយតែ៥០០ម៉ែត្រក៏ត្រូវធ្វើលិខិតពីព្រុំដែនដែរទើបចូលបានកុំចេះតែហ៍ាន,
សាច់សខ្ចីធ្វើអោយវង្វេងស្មារតី បាត់ហើយ,
តើបានបង្ហាញអ្វីខ្លះពីការដឹកនាំនៅកម្ពជា !,
និយាយលែងចេញ,
អសមត្ថភាព​,
បណ្តើរៗមកហើយ ចាំមើលគេស្ងាត់ដល់ណាទៀត!,
មកពីណានិងបងប៉ូលីសមិនមើលទេ,
អ្នកធំអើយ បើកភ្នែកមើលផង,
កុំចេះតែថតផ្តេសផ្តាស់គេមានខ្សែធំណាស់,
ខ្មោចស្រុកមិនអោយដៃ ខ្មោចព្រៃក៏មិនហ៊ានចូលដែល,
អត់ខ្វល់,
មាន២៥ខេត្ត,
ផ្លូវប្រធានច្រកប្រពន្ធក្លើប្រធានច្រកកុំប្រកាន់អីបងប្អូនយើងទេ,
មួយយប់៤….,
ដូចជាហួសហេតុពេកហើយ។នៅស្រុកខ្មែរ។,
មន្ត្រីយើងពិតជាធ្វើបានល្អណាស់ ម៉ូតូពលរដ្ឋខ្លួនឯងវិញខុសបន្តិចចាប់ផាកពិន័យគ្មានអាសូរ ដល់ជនជាតិគេជិះឆ្លងប្រទេសមិនហ៊ានក្អកផង,
គ្មានអាណាហ៊ានចាប់វាសោះ ខ្មែរឯងអត់មូកអាត់កញ្ចក់តិចមិនបានទេ,
ប៉ូលីសស្រុកខ្មែរម៉ូតូយួនចូលដល់ក្រុងបិទភ្នែកមើលមិនឃើញ តែបើខ្មែរវិញជិះម៉ូតូមិនស្រួលអស់លុយហើយ,
ប៉ូលិសចាប់តែម៉ូតូខ្មែរខ្លួនឯងទេឬអត់ទេហិហិ,
សុំប្អូនប៉ូលីស មេីល ៗផង,
ស្វាយរៀងខ្ញុំឃើញម៉ាគនរ សាកខ្មែរចូលស្រុកយួនវិញមើល ...,
វៀតណាមកម្ពុជាសាមគ្គី​ សាមគ្គា️,
អ្នកជិះស្នែរតាស,
ខ្វាក់ភ្នែកអស់ហើយ លោកប៉ូលីស ចាប់បានតែខ្មែរឯងទេ,
កំពត កែប មានច្រើនណាស់ ចេញចូលជិះសេរី គ្មានទើសក្បាលអ្នកណា,
អរគុណសន្តិភាព បើគ្មានសន្តិភាពយួនវាមិនហ៊ាជិះម៉ូតូពីប្រទេសចូលដល់រាជភ្នំពេញយើងដែរ!,
ប៉ូលីសចាប់បានតែខ្មែទេលេខយួនចឹងមើមិនឃើញទេ,
មុចម៉ូតូខេត្តណានឹងផ្លាកលេខនឹង,
យួនពេញទឹកពេញដីហើយ,
ពីរពាន់ 50,
ម៉ូតូយួនពេញស្រុកខ្មែរបែបប៉ូលីសចរាចរណ៍មើលមិនឃើញ សង្ស័យម៉ូតូយួនចេះ បំបាំងកាយ ហើយមើលទៅ,
នៅស្រុកខ្មែរយួនមានសិទ្ធជាងខ្មែរទៀត,
ហ្នឹងគឺផ្លាកលេខពិសេសប៉ូលីសមិនចាប់ទេ។ព្រោះផ្លាកលេខនេះមានតម្លៃថ្លៃណាស់។,
ប៉ូលិសមិន ផាកពិន័យទេឃើញផ្ទាល់ហើយ,
ចុមកាដុមឆែប,
ប៉ូលិសមិចស្គាល់បើកគ្នាគេ,
នរណាហ៊ានចាប់ អោយ$100,
មិនហ៊ានចាប់ទេខ្លាចអស់សាក់ពាក់,
ស្រុកខ្ញុំអត់យួនទេ,
គេមានជុំក្រឡង់ហើយមើលទៅ,
ទ្រាំទៅបងតិចទៀតបាននៅជំគ្នាហើយបង,
មកតាមច្រក រឺធ្លាក់មកពីលើមេឃ,
តុយ​ម៉ាយH  រំដួល​ធូស្រួលអញ្ចឹង​ បងអូន,
ខែ្មរយើងក៏អាចជិះម៉ូតូវៀតណាមបានដែរនៅកន្លែងធ្វើការខ្ញុំគាត់ខ្មែរតែគាត់ជិះម៉ូតូវៀតណាមគាត់ធូថ្លៃ,
បើខ្មែរទៅជិតព្រំដែនវាមិនបាច់ចាំជិះម៉ូតូទេ។គ្រាន់តែដើរហ្នឹងក៏មិនឲ្យយើងចូលដែរ។,
ជាការធម្មតាទៅហើយ ខេត្តក្រចេះចង់ពេញខេត្តហើយជិះសេរី,
យួនឬមិនមែនយួនស្លាកលេខនេះឯណាមន្រ្តីជុំនាញ,
យើងទាំងអស់គ្នាដឹងហើយថានៅក្នុងក្រសួងមហាផ្ទៃក៏មានជនជាតិយួនជាមន្រ្តីដែរចឹងហើយបានជាយួនហានជិះម៉ូតូស្លាកលេខយួនក្នុងប្រទេសខ្មែរយើងដែលមិនខ្លាចច្បាប់ប្រទេសខ្មែរយើង,
យូនដឹកនាំខ្មែរហើយ,
អត់ដឹងមើលអត់ឃើង,
យួននឹងខ្មែរបងប្អូនគ្នាទេ,
បើយើងជិះម៉ូតូចូលប្រទេសកំណត់ម៉ោងបើផុតម៉ោងវាចាប់ខុសពីខ្មែរ,
នៅតាមខេត្តបានសំបូរ,
ច្បាស់ៗ,
អ្នកមានគុណ! មិនហ៊ានទេ,
បើចេះតែចាប់ដាក់គុកអញ្ចឹងម៉ូតូនិងឡានខ្មែរចុះវៀតណាមច្រើនណាស់ឲ្យវៀតណាមចាប់ខ្មែរដាក់គុកឱ្យអស់ទៅ។,
ជិះម៉ាសេរីស្លាកលេខយួន,
ចយអើយស្រុកខ្មែរគ្មានយួន,
ចប់ស្រុកខ្មែរៗ,
មន្រ្តីប៉ូលីសភ្លេចមើលយួនចូលបាត់មិនដិងអស់ប៉ុន្មានហើយទេ,
ពួកសត្វចង្រៃ,
ឌូម៉ា មកដល់ហើយ,
នៅព្រែកប្រាសម្បូរណាស់,
មកបណ្ដើរៗហើយ ប្រុងៗ,
ធ្វើការដូចអាចម៏ អាងអីចាប់ ពួកអាថោកអស់នោះ,
ពូជខ្វក់មើលយួនមិនឃើញ,
និងបើសិនជាខ្មែរវិញប្រហែលមិនបានឈប់ចឹងទេ,
គេ មកលេង សម្តេច ៗ នៅអំពេញ,
ចយអើយអត់មួកទៀតគេអត់ហ៊ានខាប់,
ប៉ូលីសអត់ហ៊ានចាប់ទេខ្លាចអស់សាក់,
ថតផ្លាកលេខ ប្រយាត់គេចាប់ដក់គុក,
អីណាពួកអាសមត្ថកិច្ច ធ្វើខ្វាក់អស់ហើយ គេប្រលែងពួកអាក្រពើយួនចូលមកពេញប្រទេសអត់ហ៊ានចាប់គេ,
ហ៊ានតែមិនបានយូរទេយ៉ាងយូរ១ខែ,
ទើបមកពីរៀននៅស្រុកយួនមិនហ៊ានប៉ះទេ,
គួរតែបន្ទោសខ្លួនឯងបង,
ឆ្ងល់កន្លែងនឹងមានន័យយ៉ាងមិចម៉ូតូខ្មែរជិះចាប់គ្រប់សបតាំងពីអត់ស្លាកលេខចុះម៉ូតូស្លាកលេខយួនមិចមិនចាប់ប្រទេសយើងដូចមិនមែនប្រទេសឡាវទេ,
មន្ត្រីចរាចរណ៍ងងឺតមុខមើលមិនឃើញទេ មើលឃើញតែរាស្ត្រឯងទាន់។,
ពួកអាឆ្កែចាំផនលូវមើលអត់ឃើញ,
នៅច្បាររអំពៅក៏មានដែរ,
គ្នាមើលមិនឃើញ,
តែយើងចេះដឹងពេកប្រយ័ត្នទៅបងប្អូនខ្ញុំនិយាយយល់ហើយ។,
គ្មានអីយាយជាមួយពួកបងប៉ូលីសទេ,
មើលមិនឃើញទេ,
សព្វថ្ងៃនេះខ្មែរយើងចិត្តល្អណាស់អ្នកជិតខាងចូលបានតាមចិត្តបើប្រទេសគេចិត្តបានដូចប្រទេសខ្មែរយើងអញ្ចឹងប្រហែលជាគ្មានជម្លោះទេ,
ខាងលើគូរពិនិត,
ស្រុកនឹងស្រុកយួនបើស្រុកខ្មែរពិតមែនវាមានច្បាប់សម្រាប់ខ្មែរសម្រាប់ជនជាតិហើយ,
បាត់បងៗប៉ូលីសយើងទៅអស់ហើយរឺក៏ធ្វើមើលមិនឃើញ,
ឆ្ងល់ប៉ូលិសចរាចរណ៍​ ចឹងៗអីបេីកភ្នែកមេីលអត់ឃេីញ,
ខ្វះអីអ្នកជិះម៉ូតូស្លាកលេខយួនខ្ញុំជួបច្រើនដែរ,
សមត្ថកិច្ចថ្ងៃហ្នឹងអត់ធ្វើការបានអត់ចាប់,
យួនចូលយ៉ាងអាណាធិបតេយ្យគ្មានអ្នកមើលការខុសត្រូវទេ។បើខ្មែរចូលវិញពួកមន្ត្រីយួនឃាត់ពេញទឹកពេញដី,
ភ្នែកឡើងបាយមើលអត់ឃើញ,
ពួកអាយួនវាមិនដែលខ្លាចច្បាប់ស្រុកខ្មែរទេ,
បងប៉ូលីសមើលមិនឃើញទេ,
វាមកលេង ណាមយ៉ាង,
ចូលកាន់តែជ្រៅហើយអបអសាទសមាជិកថ្មី,
នៅកែបច្រើន,
អាចម៌បាត់​  ចប់,
សេរីភាពពេកហេីយ,
ប៉ូលិសមើលមិនឃើញទេ,
ប៉ូលិសមើលអត់ឃើញសោះ,
នាំគ្នាផ្លនមូតូវាទៅលែងហានហើយ,
កុំចង្អៀតចង្អល់ពេក វាគ្មានបាត់ស្អីគ្រាន់តែមូតូស្លាកលេខនោះ យើងធ្លាប់ជិះទៅគេដែរតើ ខ្លួនឯងគោរពច្បាប់ចរាចរណ៍ទាំងអស់គ្នាទៅជួយជាតិបានខ្លះដែរ,
អាយួនទៅណាក៏គេស្អប់,
ធម្មតាទេយើងក៏មានជិះម៉ូតូចូលប្រទេសគេដែរឲ្យតែយើងមានច្បាប់អនុញ្ញាតត្រឹមត្រូវសូម្បីតែខ្ញុំក៏ធ្លាប់ជិះចូលទៅក្នុងប្រទេសគេច្រើនដងដែរ,
ធ្វើមិចបើអាយ៉ងយួន,
យួនហូចូលដូចអាច៎អណ្តែកទឹក,
យ៉ាងរលូនបើសិនខ្មែរវិញអត់ផ្លាកលេខសូនចូលប៉ុសន្ត៍ដោះស្រាយ,
ឌូម៉ាមកស្រុកអញ,
អរគុណសន្តិភាព,
អែមមើលអ៊ីទៅ,
ឃើញតែហ្នឹង នៅ pp,
យួនពេញស្រុកខែ្មរ,
ខ្ចិលនិយាយគិតមើលខ្លួនឯងទៅ,
ប្រទេសមួយដាក់ជាតិសាសន៍បីអោយរស់នៅចូលគ្នាគ្រោះថ្នាក់ណាស់អនាគត់អាចនឹងរៀនភាសាយួន,
អរគុណ​សន្តិភាព​ធំ​ៗ​,
អរគុណបងប្អូនចនិយាយ.....,
ដេញមេចោលធ្វើការមិនកើតទោះបីជាគ្នាឯងក៍ដោយអោយតែធ្វើការខុសច្បាប់,
នៅស្វាយរៀងច្រើនណាស់,
ផ្លាកលេខយួនសុទ្ធ,
មើលអត់ឃើញ,
ឡូយមែន,
បួនសិចមួយយប់,
អគុណសន្តិភាព,
ជាម៉ូតូរបស់ចៅហ្វាយប៉ូលីសតាមស្តុប  គេម៉េចហ៊ានហៅផាក ចាប់ បើខ្មែរខុសបន្តិចបន្តួចវិញគឺច្របាច់កយកលុយ,
ជនបរទេសនៅស្រុកខ្មែរវាជិះតែម៉ូតូស្លាកលេខយួន។,
ខ្វះអីបងស្វាយរៀងគេជិះចូលលក់ដូរ លក់ឆ្នោតពេញនឹង,
នៅភ្ន៉ពេញនិងប៉ោយប៉ែតយួនយួនចូល50%ហើយ,
មួកវាមិនពាក់ផង,
ចង់មើលដូនតាវានៅហ្នឹងហើយ។,
ស្អប់ចុយម៉ាយពួកអាយួន,
ម៉ូតូស្រុកស្មែ,
ផលិតផលរបស់ខ្លួនមិនគាំទ្រផលិតផលរបស់ក្នុងស្រុកខ្លួនឯងទេ។ចប់,
យីខ្ញុំសរសើរបងប្រុសម្នាក់ហ្នឹងគាត់បន្ថែមម៉ូតូម៉្លេះអេគឺណូជិះបានរាប់ឆ្នាំពិតជាថែល្អមែន។មិនសរសើរមិនបានទេបង។,
មានគ្រប់កន្លែង ខ្ជឹលតែថត ព្រោះថតហើយមិនដឹងយកទៅអោយអាណាមើល,
សេរីម៉ង សមមិត្ត,
អត់បញ្ហា,
យួនតើ,
ដល់កហើយនេះ,
គេនាំគ្នាមករៀនភាសាគេតើ,
ទីណាក៍មានដែរបង,
ប៉ូលីសមើលអីបូកប៉ូលីសខ្មែរយើងយួនដែរហ្នឹង។,
ជិះច្រើនណាស់គ្មានឃើញអាណាចាប់មួយផង,
អត់យល់ទេ អ្នកចេះច្បាប់ជួយបកស្រាយផង,
បងឯងសោះណា,
ជ្រៅទៅៗហើយ ហឹម,
ខ្វះអី ចង់ថតម៉ានក៏មានដែរ,
តេីយួនមានសឹទ្ធបុ៉ន ណាលេីទឹកដីខ្មែរ,
លោកប៉ូលីសមិនចាប់ទេ,
ប៉ូលីសចាប់បានតែខ្មែរទេ,
អត់មួកទៀត,
ធ្វើមិចគេអ្នកមានគុណ,
និយាយទៅនៅស្រុកណាក៍មានដែរឿងឡានម៉ូតូបេីកបរចូលប្រទេសផ្សេងៗ ទៅមេីលថៃឡានខ្មែរបេីកចូល ពេលខ្លះបេីកបុកទាំងប្រជាជនថៃទៀត តែថៃវាមិនដែនិយារឺរិសគន់ទេសំខាន់គេមកចាយលុយនៅប្រទេសគមិនកាន់ជេីងខាងណាទេ តែសំខាន់គេមកចាយលុយនៅប្រទេសយេីង,
លក់គម្របពាងទឹកពេញប្រទេស,
ស្រុកខ្មែរមិនចាប់ទេស្លាកលេខនេះ,
មិនហ៊ានប៉ះឬមើលមិនឃើញ  ខ្លាំងបានតែជាមួយខ្មែរគ្នាឯង ។ ឆ្កែផ្ទះខ្ញុំបើអ្នកក្រៅចូលផ្ទះមិនហៅម្ចាសទេ ដឹងតែវីវរហើយ,
ផ្លាកលេខនិង តិចទៀតយេីងប្រេីដែរហេីយ .,
ភ្នែកបាត់ទៅណា,
មិនពិតទេ,
នៅណាក៏មានដែលគ្មានអ្វីចំឡែកទេ,
បាត់oppaអត់ឃើញមកស្ទាក់,
ចាប់បានតែរាស្ត្រឯងនឹង,
អត់កំណើតមែន,
ខ្សែអញធំណាស់,
មោលបាង់,
ម៉ូតូយួរ ខ្ចិលមើលឃើញ,
99.99%នៅហ្នឹង,
ទៅណាក៏ឃើញ,
ម៉ូតូយួនជិះពេញស្រុកខ្មែរ,
ម៉ូតូយួន,
ដាក់មកតាមយន្តហោះ,
បារម្ភណាស់,
ចយអើយ,
ល្ងង់ធ្វេីចេះទៀតហេីយ ធុញណាស់,
យួន,
ឆ្ងល់ដែរឃើញស្លាកលេខអញ្ចើងៗគេអត់ចាប់ហើយក្បាលអត់ពាក់មួកទៀត,
ប៉ូលិសធេីខ្វាក់ហេីយចឹងៗ សាកខ្មែរយេីងមេីស ដេញចាប់ដូចចោរលូវ,
ពេញប្រទេសហេីយ,
ចេញក៏អាខ្វាក់ដឹង ចូលក៏អាខ្វាក់ដឹង ! ដោយសារឈាមអ្នកដឹកនាំប្រទេសមិនសុទ្ធ !,
អាប៉ូលិសបិទភ្នែក,
ប៉ូលិសចរាចរថ្ងៃនិងសំរាក់,
សមាហរណកម្មអាស៊ាន,
ចប់និយាយ,
គេធ្វើអីបានតាមចិត្ត,
ចុកៗ,
ចយអើយ ម៉េចហ៊ាន,
អត់ចំឡែកទេ ឃេីញសឹងរាល់ថ្ងៃ,
មិនអាចគិតថាយួនទាំងអស់នោះទេ,
អោយចាប់យា៉ងមិចបើអ្នកធ្វើការហើយនិងយួនពូជតែមួយ,
ហួសចិត្ត,
មិនខ្វះទេបងច្រើនណាស់,
បងអូនយើងទេ,
ចប់ហើយយើង,
ចេះតែថាឲ្យគាត់ហើយគាត់ដេកលក់ម៉ាភ្លេតភ្ញាក់ឡើងពូជចង្រៃជិះហួសបាត់,
ពេញសិទ្ធិហើយ,
ស្លាកលេខខ្មែរយើងតើ,
ចាប់យួនផង,
ខ្មែរអន់,
ចប់ហើយស្រុកខ្ញុំសេរីមែនហើយ.,
នៅសៀមរាមក៏មានដែរ,
ប៉ូលីសខ្វាក់ភ្នែកអស់ហើយ,
ហេតុអី,
យួនខុសច្បាប់ជិះពេញប្រទេសនឹង,
ចាំមើលប៉ូលីសចរាចរណ៍ហ៊ានចាប់អត់,
ខ្មែរយើងគឺអញ្ចឹងឯងបើយើងចូលទៅគេវិញហ៊ានតែហួសម៉ោងគេកំណត់គេនឹងចាប់យើងចូលគុក,
ពួកវាខ្សែយូន,
ជិះចូលតែម្តង អាណាធិបតេយ្យពេកហើយ,
ស្រុកខ្ញុំក៏មានច្រើនដែរវាដើរលក់ពេញហ្នឹង,
ហេតុអ្វីជិះបាន?ប៉ូលីសអត់ចាប់?,
ប្រយ័ត្នឆ្កែខាំ,
ឥលូវកន្លែងណាក៍ឃើញម៉ូតូយួនដែបងៗ។,
ម៉ូតូខ្មែរចូលកម្ពុជាក្រោមមិនបានទេ.,
ខ្វះអីមាននៅស្រុកខ្មែរម៉ាកានរ,
